Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
tykes,14,12,13,11,0.27,1.1761,0.14,1.1139,Noun,13,0.93,Noun.Verb,13.1
tyler,709,138,8,3,13.90,2.8513,1.65,2.1430,Name,694,0.99,Name.Noun,694.8
tympanic,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
tympans,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tyne,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,2,1.00,Name,2
type,3093,1917,2962,1865,60.65,3.4905,22.85,3.2828,Noun,2985,0.97,Noun.Verb,2985.106
typecast,8,5,7,4,0.16,0.9542,0.06,0.7782,Verb,4,0.50,Verb.Noun,4.4
typecasting,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,2,1.00,Name,2
typed,90,77,89,77,1.76,1.9590,0.92,1.8921,Verb,85,0.94,Verb.Adjective,85.5
typeface,9,7,7,7,0.18,1.0000,0.08,0.9031,Noun,9,1.00,Noun,9
typer,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
types,479,423,475,420,9.39,2.6812,5.04,2.6274,Noun,471,0.98,Noun.Verb,471.8
typeset,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
typesetter,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,1,1.00,Noun,1
typesetting,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
typewrite,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
typewriter,161,92,154,91,3.16,2.2095,1.10,1.9685,Noun,160,1.00,Noun,160
typewriters,21,17,18,14,0.41,1.3424,0.20,1.2553,Noun,21,1.00,Noun,21
typewrites,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
typewriting,3,3,2,2,0.06,0.6021,0.04,0.6021,Noun,2,0.67,Noun.Verb,2.1
typewritten,8,7,7,6,0.16,0.9542,0.08,0.9031,Adjective,8,1.00,Adjective,8
typhoid,25,20,19,14,0.49,1.4150,0.24,1.3222,Noun,12,0.48,Noun.Adjective.Name,12.10.3
typhon,29,3,0,0,0.57,1.4771,0.04,0.6021,Noun,17,0.59,Noun.Name,17.12
typhoon,75,34,56,28,1.47,1.8808,0.41,1.5441,Noun,66,0.88,Noun.Name,66.9
typhoons,11,7,10,6,0.22,1.0792,0.08,0.9031,Noun,11,1.00,Noun,11
typhus,26,10,13,9,0.51,1.4314,0.12,1.0414,Noun,14,0.54,Noun.Name,14.12
typical,642,503,512,407,12.59,2.8082,6.00,2.7024,Adjective,641,1.00,Adjective,641
typically,138,117,103,87,2.71,2.1430,1.39,2.0719,Adverb,136,1.00,Adverb,136
typified,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
typifies,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,1.00,Verb,3
typify,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
typing,165,132,149,123,3.24,2.2201,1.57,2.1239,Noun,87,0.53,Noun.Verb,87.78
typist,42,29,42,29,0.82,1.6335,0.35,1.4771,Noun,41,1.00,Noun,41
typists,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
typo,34,32,30,30,0.67,1.5441,0.38,1.5185,Noun,32,0.97,Noun.Name,32.1
typographical,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
typos,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
tyr,188,25,0,0,3.69,2.2765,0.30,1.4150,Name,92,0.49,Name.Verb.Noun,92.75.21
tyrannical,15,13,13,11,0.29,1.2041,0.15,1.1461,Adjective,14,0.93,Adjective.Name,14.1
tyrannies,4,3,4,3,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
tyrannis,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1,1.00,Noun,1
tyrannized,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
tyrannosaur,2,1,0,0,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
tyrannosaurus,20,15,3,3,0.39,1.3222,0.18,1.2041,Noun,11,0.55,Noun.Name,11.9
tyrannous,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
tyranny,82,67,78,65,1.61,1.9191,0.80,1.8325,Noun,82,1.00,Noun,82
tyrant,98,79,95,78,1.92,1.9956,0.94,1.9031,Noun,97,1.00,Noun,97
tyrants,27,22,27,22,0.53,1.4472,0.26,1.3617,Noun,27,1.00,Noun,27
tyre,124,54,119,52,2.43,2.0969,0.64,1.7404,Noun,124,1.00,Noun,124
tyres,136,63,99,48,2.67,2.1367,0.75,1.8062,Noun,136,1.00,Noun,136
tyrian,2,1,0,0,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
tyrolean,2,2,0,0,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
tyrone,100,39,0,0,1.96,2.0043,0.46,1.6021,Name,98,1.00,Name,98
tyros,4,2,1,1,0.08,0.6990,0.02,0.4771,Noun,2,0.50,Noun.Name,2.2
tyrosine,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
tzedakah,3,2,0,0,0.06,0.6021,0.02,0.4771,Name,2,0.67,Name.Interjection,2.1
tzetze,3,1,3,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
tzigane,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tzimmes,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
u,2506,1137,164,76,49.14,3.3992,13.56,3.0561,Letter,324,0.84,Letter.Adjective.Name,324.50.11
ubangi,5,4,0,0,0.10,0.7782,0.05,0.6990,Noun,4,0.80,Noun.Adjective,4.1
ubc,8,1,0,0,0.16,0.9542,0.01,0.3010,Noun,4,0.50,Noun.Name,4.4
ubi,3,3,2,2,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
ubiquitous,23,21,20,18,0.45,1.3802,0.25,1.3424,Adjective,23,1.00,Adjective,23
ubiquity,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
uc,13,13,0,0,0.25,1.1461,0.15,1.1461,Name,9,0.69,Name.Noun,9.4
udder,11,11,10,10,0.22,1.0792,0.13,1.0792,Noun,10,0.91,Noun.Verb,10.1
udders,18,13,13,12,0.35,1.2788,0.15,1.1461,Noun,13,0.72,Noun.Name,13.5
udell,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
udo,32,1,0,0,0.63,1.5185,0.01,0.3010,Name,25,0.78,Name.Noun,25.7
uds,2,1,0,0,0.04,0.4771,0.01,0.3010,Verb,1,0.50,Verb.Noun,1.1
ufo,119,48,0,0,2.33,2.0792,0.57,1.6902,Noun,95,0.80,Noun.Name,95.24
ufology,3,2,1,1,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
ufos,68,30,0,0,1.33,1.8388,0.36,1.4914,Noun,62,0.91,Noun.Name,62.6
ug,29,7,2,2,0.57,1.4771,0.08,0.9031,Verb,19,0.66,Verb.Name.Noun,19.8.2
uganda,4,4,0,0,0.08,0.6990,0.05,0.6990,Name,4,1.00,Name,4
ugandan,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
ugh,738,451,26,23,14.47,2.8686,5.38,2.6551,Interjection,733,1.00,Interjection,733
uglier,49,46,43,42,0.96,1.6990,0.55,1.6721,Adjective,47,0.96,Adjective.Name,47.2
ugliest,81,74,77,71,1.59,1.9138,0.88,1.8751,Adjective,81,1.00,Adjective,81
uglification,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ugliness,63,57,62,56,1.24,1.8062,0.68,1.7634,Noun,63,1.00,Noun,63
ugly,2150,1433,2015,1378,42.16,3.3326,17.08,3.1565,Adjective,2149,1.00,Adjective.Noun,2149.1
uh,36579,3874,20489,3313,717.24,4.5632,46.19,3.5883,Interjection,36464,1.00,Interjection,36464
uhlans,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
uhuru,3,2,0,0,0.06,0.6021,0.02,0.4771,Name,3,1.00,Name,3
ui,3,2,3,2,0.06,0.6021,0.02,0.4771,#N/A,#N/A,#N/A,#N/A,#N/A
uit,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
uke,4,3,2,2,0.08,0.6990,0.04,0.6021,Verb,3,0.75,Verb.Noun,3.1
ukelele,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ukraine,33,22,1,1,0.65,1.5315,0.26,1.3617,Name,32,0.97,Name.Noun,32.1
ukrainian,28,22,0,0,0.55,1.4624,0.26,1.3617,Adjective,28,1.00,Adjective,28
ukrainians,7,5,0,0,0.14,0.9031,0.06,0.7782,Noun,7,1.00,Noun,7
ukranian,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ukulele,29,22,26,20,0.57,1.4771,0.26,1.3617,Noun,26,0.90,Noun.Name,26.3
ukuleles,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
ula,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
ulan,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
ulcer,131,86,129,85,2.57,2.1206,1.03,1.9395,Noun,131,1.00,Noun,131
ulcerated,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
ulcerating,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
ulceration,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
ulcerative,2,2,1,1,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
ulcered,2,1,0,0,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
ulcers,64,47,61,45,1.25,1.8129,0.56,1.6812,Noun,64,1.00,Noun,64
ull,11,4,11,4,0.22,1.0792,0.05,0.6990,Noun,10,0.91,Noun.Verb,10.1
ulla,3,3,1,1,0.06,0.6021,0.04,0.6021,Name,2,0.67,Name.Noun,2.1
ullage,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
ulna,18,17,18,17,0.35,1.2788,0.20,1.2553,Noun,18,1.00,Noun,18
ulnae,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ulnar,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,3,0.75,Adjective.Noun,3.1
ulster,5,3,0,0,0.10,0.7782,0.04,0.6021,Name,5,1.00,Name,5
ulterior,46,42,44,42,0.90,1.6721,0.50,1.6335,Adjective,46,1.00,Adjective,46
ultima,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ultimata,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ultimate,460,364,431,346,9.02,2.6637,4.34,2.5623,Adjective,461,1.00,Adjective,461
ultimately,288,241,234,199,5.65,2.4609,2.87,2.3838,Adverb,288,1.00,Adverb,288
ultimatum,66,50,64,49,1.29,1.8261,0.60,1.7076,Noun,64,0.98,Noun.Name,64.1
ultimatums,18,18,16,16,0.35,1.2788,0.21,1.2788,Noun,18,1.00,Noun,18
ultimo,2,2,2,2,0.04,0.4771,0.02,0.4771,Unclassified,2,1.00,Unclassified,2
ultra,57,26,17,16,1.12,1.7634,0.31,1.4314,Adverb,56,1.00,Adverb,56
ultrahigh,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ultralow,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
ultramodern,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
ultranationalist,4,3,3,3,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
ultrarapid,7,2,6,2,0.14,0.9031,0.02,0.4771,Adjective,7,1.00,Adjective,7
ultrasonic,12,9,11,8,0.24,1.1139,0.11,1.0000,Adjective,12,1.00,Adjective,12
ultrasonics,4,1,4,1,0.08,0.6990,0.01,0.3010,Noun,4,1.00,Noun,4
ultrasound,125,75,111,71,2.45,2.1004,0.89,1.8808,Noun,111,0.89,Noun.Verb.Name,111.11.3
ultrasounds,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
ultrasuede,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Name,1.1
ultraviolet,32,25,28,23,0.63,1.5185,0.30,1.4150,Adjective,32,1.00,Adjective,32
ulu,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
ulysses,53,28,0,0,1.04,1.7324,0.33,1.4624,Name,53,1.00,Name,53
um,11197,2766,5165,1934,219.55,4.0491,32.98,3.4420,Interjection,11190,1.00,Interjection,11190
umber,14,11,14,11,0.27,1.1761,0.13,1.0792,Noun,12,0.86,Noun.Adjective,12.2
umbilical,62,51,58,47,1.22,1.7993,0.61,1.7160,Adjective,62,1.00,Adjective,62
umbilicus,5,4,4,4,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
umble,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
umbo,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
umbrage,12,8,11,8,0.24,1.1139,0.10,0.9542,Noun,9,0.75,Noun.Verb,9.3
umbrella,382,209,368,204,7.49,2.5832,2.49,2.3222,Noun,382,1.00,Noun,382
umbrellas,51,40,47,38,1.00,1.7160,0.48,1.6128,Noun,51,1.00,Noun,51
umlaut,6,3,6,3,0.12,0.8451,0.04,0.6021,Noun,5,0.83,Noun.Verb,5.1
umlauts,4,2,1,1,0.08,0.6990,0.02,0.4771,Verb,2,0.50,Verb.Noun,2.2
umm,334,110,119,50,6.55,2.5250,1.31,2.0453,Interjection,334,1.00,Interjection,334
ump,18,13,15,11,0.35,1.2788,0.15,1.1461,Verb,9,0.50,Verb.Noun.Name,9.7.2
umped,2,1,2,1,0.04,0.4771,0.01,0.3010,Verb,1,1.00,Verb,1
umph,4,4,1,1,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
umping,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
umpire,54,30,44,26,1.06,1.7404,0.36,1.4914,Noun,54,1.00,Noun,54
umpires,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
umpiring,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
umps,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
umpteen,4,4,4,4,0.08,0.6990,0.05,0.6990,Number,4,1.00,Number,4
umpteenth,9,9,9,9,0.18,1.0000,0.11,1.0000,Number,9,1.00,Number,9
un,389,218,184,124,7.63,2.5911,2.60,2.3404,Name,201,0.56,Name.Unclassified,201.159
una,86,48,31,26,1.69,1.9395,0.57,1.6902,Noun,51,0.59,Noun.Name,51.35
unabashed,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
unabashedly,4,4,4,4,0.08,0.6990,0.05,0.6990,Adverb,4,1.00,Adverb,4
unabated,9,9,9,9,0.18,1.0000,0.11,1.0000,Adjective,10,1.00,Adjective,10
unabatedly,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unable,523,436,461,397,10.25,2.7193,5.20,2.6405,Adjective,523,1.00,Adjective,523
unabridged,2,2,0,0,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unacceptability,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
unacceptable,271,231,224,196,5.31,2.4346,2.75,2.3655,Adjective,271,1.00,Adjective,271
unaccepting,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1,0.50,Noun.Adjective,1.1
unaccommodating,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unaccompanied,14,10,13,10,0.27,1.1761,0.12,1.0414,Adjective,14,1.00,Adjective,14
unaccomplished,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unaccountable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unaccountably,4,4,4,4,0.08,0.6990,0.05,0.6990,Adverb,4,1.00,Adverb,4
unaccounted,50,47,48,45,0.98,1.7076,0.56,1.6812,Adjective,50,1.00,Adjective,50
unaccustomed,10,10,6,6,0.20,1.0414,0.12,1.0414,Adjective,10,1.00,Adjective,10
unachievable,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
unacknowledged,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
unacquainted,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
unacquired,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unadmirable,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unadorned,6,6,6,6,0.12,0.8451,0.07,0.8451,Adjective,6,1.00,Adjective,6
unadulterated,20,20,18,18,0.39,1.3222,0.24,1.3222,Adjective,19,1.00,Adjective,19
unadventurous,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,1,0.50,Name.Adjective,1.1
unadvised,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unadvisedly,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6,1.00,Adverb,6
unaesthetic,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unaffected,22,21,22,21,0.43,1.3617,0.25,1.3424,Adjective,22,1.00,Adjective,22
unaffiliated,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unaffordable,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unafraid,26,24,19,19,0.51,1.4314,0.29,1.3979,Verb,22,0.85,Verb.Name,22.4
unaged,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unaidable,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unaided,4,4,3,3,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
unalienable,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unalike,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unalloyed,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unalterable,5,5,4,4,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
unalterably,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unaltered,7,6,7,6,0.14,0.9031,0.07,0.8451,Adjective,7,1.00,Adjective,7
unambiguous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unambiguously,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unambitious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unamusing,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
unanchored,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unanimity,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
unanimous,107,95,105,94,2.10,2.0334,1.13,1.9823,Adjective,107,1.00,Adjective,107
unanimously,31,29,30,28,0.61,1.5051,0.35,1.4771,Adverb,31,1.00,Adverb,31
unannounced,67,63,65,62,1.31,1.8325,0.75,1.8062,Adjective,67,1.00,Adjective,67
unanswerable,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
unanswered,50,48,49,47,0.98,1.7076,0.57,1.6902,Adjective,50,1.00,Adjective,50
unanticipated,5,4,3,3,0.10,0.7782,0.05,0.6990,Adjective,5,1.00,Adjective,5
unapologetic,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
unapologetically,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unappealing,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,12,0.75,Verb.Noun.Adjective,12.2.2
unappeased,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unappetizing,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,2,0.67,Adjective.Verb,2.1
unappreciated,24,22,23,21,0.47,1.3979,0.26,1.3617,Adjective,23,1.00,Adjective,23
unappreciative,7,7,7,7,0.14,0.9031,0.08,0.9031,Adjective,7,1.00,Adjective,7
unapproachable,15,12,14,11,0.29,1.2041,0.14,1.1139,Adjective,15,1.00,Adjective,15
unapproached,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unapproved,10,8,10,8,0.20,1.0414,0.10,0.9542,Adjective,10,1.00,Adjective,10
unapt,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
unarguably,2,2,1,1,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
unarmed,197,159,187,155,3.86,2.2967,1.90,2.2041,Adjective,197,1.00,Adjective,197
unarousable,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unartistic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unashamed,6,5,5,4,0.12,0.8451,0.06,0.7782,Adjective,6,1.00,Adjective,6
unashamedly,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unasked,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unassailable,4,2,4,2,0.08,0.6990,0.02,0.4771,Adjective,4,1.00,Adjective,4
unassailably,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
unassailed,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unassigned,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
unassisted,11,11,11,11,0.22,1.0792,0.13,1.0792,Adjective,11,1.00,Adjective,11
unassuming,17,16,17,16,0.33,1.2553,0.19,1.2304,Adjective,17,1.00,Adjective,17
unastonished,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unathletic,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unattached,28,26,25,23,0.55,1.4624,0.31,1.4314,Adjective,26,0.93,Adjective.Noun,26.2
unattainable,25,19,25,19,0.49,1.4150,0.23,1.3010,Adjective,25,1.00,Adjective,25
unattainted,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unattended,51,45,48,44,1.00,1.7160,0.54,1.6628,Adjective,51,1.00,Adjective,51
unattractive,92,85,92,85,1.80,1.9685,1.01,1.9345,Adjective,92,1.00,Adjective,92
unattributed,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unauthorised,17,14,13,11,0.33,1.2553,0.17,1.1761,Adjective,17,1.00,Adjective,17
unauthorized,118,93,98,81,2.31,2.0755,1.11,1.9731,Adjective,118,1.00,Adjective,118
unauthorizedness,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
unavailability,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
unavailable,105,94,102,92,2.06,2.0253,1.12,1.9777,Adjective,104,1.00,Adjective,104
unavailing,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unavenged,5,5,4,4,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
unavoidable,61,58,55,54,1.20,1.7924,0.69,1.7709,Adjective,61,1.00,Adjective,61
unavoidably,13,12,10,9,0.25,1.1461,0.14,1.1139,Adverb,13,1.00,Adverb,13
unavowed,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unaware,120,112,115,108,2.35,2.0828,1.34,2.0531,Adjective,120,1.00,Adjective,120
unawares,13,11,13,11,0.25,1.1461,0.13,1.0792,Adverb,13,1.00,Adverb,13
unbaked,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unbalance,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,6,1.00,Verb,6
unbalanced,35,32,34,32,0.69,1.5563,0.38,1.5185,Adjective,28,0.80,Adjective.Verb,28.7
unbaptized,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unbarred,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unbathed,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
unbearable,129,120,123,115,2.53,2.1139,1.43,2.0828,Adjective,129,1.00,Adjective,129
unbearably,13,13,11,11,0.25,1.1461,0.15,1.1461,Adverb,13,1.00,Adverb,13
unbeatable,40,39,38,37,0.78,1.6128,0.46,1.6021,Adjective,39,0.98,Adjective.Name,39.1
unbeaten,6,5,4,4,0.12,0.8451,0.06,0.7782,Adjective,6,1.00,Adjective,6
unbeautiful,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
unbecoming,32,31,32,31,0.63,1.5185,0.37,1.5051,Adjective,32,1.00,Adjective,32
unbefitting,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
unbeknownst,15,15,7,7,0.29,1.2041,0.18,1.2041,Adverb,15,1.00,Adverb,15
unbelief,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
unbelievable,1500,1100,891,700,29.41,3.1764,13.11,3.0418,Adjective,1495,1.00,Adjective,1495
unbelievably,112,109,101,98,2.20,2.0531,1.30,2.0414,Adverb,112,1.00,Adverb,112
unbelieve,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
unbeliever,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
unbelievers,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
unbelieving,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
unbend,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
unbending,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,2,0.67,Adjective.Verb,2.1
unbent,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
unbetrothed,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
unbiased,15,15,15,15,0.29,1.2041,0.18,1.2041,Adjective,15,1.00,Adjective,15
unbiddable,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
